Date,ADBE,BA,CAT,COST,CSCO,CVS,GS,HD,HON,INTC,MCD,MDLZ,NKE,ORCL,PEP,PM,QCOM,T,TXN,UNH,^GSPC
2022-11-01,344.92999267578125,178.8800048828125,225.2637176513672,518.290283203125,45.82098388671875,91.58800506591797,357.55694580078125,300.3226623535156,206.04580688476562,28.609432220458984,254.59664916992188,63.08848190307617,104.36418914794922,80.14250946044922,168.61471557617188,87.32747650146484,118.01740264892578,16.45871925354004,166.24362182617188,520.428955078125,4080.110107421875
2022-12-01,336.5299987792969,190.49000549316406,228.26519775390625,438.7566833496094,43.904090881347656,83.77588653564453,320.0390319824219,294.5578308105469,202.10362243652344,25.48586082458496,247.33941650390625,62.192684173583984,111.3287582397461,78.8973617553711,164.2064208984375,88.6767578125,103.22998046875,15.71603012084961,152.2041778564453,503.7261047363281,3839.5
2023-01-01,370.3399963378906,213.0,240.3949737548828,491.2728576660156,44.85332107543945,79.30794525146484,340.94439697265625,302.307373046875,196.6148681640625,27.25048828125,250.9716339111328,61.41743087768555,121.5195541381836,85.38367462158203,156.4140167236328,92.49553680419922,125.0797119140625,17.389223098754883,163.24961853027344,475.7444763183594,4076.60009765625
2023-02-01,323.95001220703125,201.5500030517578,229.34423828125,465.36077880859375,44.97945785522461,75.61944580078125,327.7468566894531,276.540771484375,180.58236694335938,24.039445877075195,247.69607543945312,61.17341232299805,113.3692626953125,84.6768798828125,158.70965576171875,86.33745574951172,115.99052429199219,16.375965118408203,159.0689697265625,453.58642578125,3970.14990234375
2023-03-01,385.3699951171875,212.42999267578125,219.09051513671875,478.38885498046875,48.56517791748047,67.2645492553711,304.8749694824219,275.216552734375,181.19754028320312,31.88681411743164,263.94671630859375,65.43434143066406,117.04356384277344,90.0248794555664,166.7306365966797,86.2930908203125,119.7933578491211,16.67040252685547,172.57754516601562,450.3937683105469,4109.31005859375
2023-04-01,377.55999755859375,206.77999877929688,209.478271484375,484.5026550292969,43.89259338378906,66.35935974121094,322.3869323730469,282.3006286621094,189.46482849121094,30.315412521362305,279.1825866699219,72.40016174316406,121.28221893310547,91.76879119873047,175.7667999267578,89.899658203125,110.3412094116211,15.302131652832031,155.12588500976562,470.6483154296875,4169.47998046875
2023-05-01,417.7900085449219,205.6999969482422,198.0535125732422,492.5324401855469,46.48722839355469,62.08613204956055,304.0447692871094,266.2477722167969,181.6526336669922,30.686302185058594,269.13861083984375,69.27653503417969,100.74311065673828,103.06903076171875,167.9033966064453,80.94294738769531,107.13866424560547,13.81529426574707,161.32350158691406,466.0096435546875,4179.830078125
2023-06-01,488.989990234375,211.16000366210938,236.84597778320312,519.4360961914062,48.42457962036133,63.09003448486328,305.0735168457031,293.8883056640625,197.7593231201172,32.77201461791992,281.6935729980469,68.83300018310547,105.63384246826172,115.8626480102539,170.54598999023438,87.786376953125,113.23828887939453,14.008515357971191,168.30599975585938,459.6972351074219,4450.3798828125
2023-07-01,546.1699829101562,238.85000610351562,255.2507781982422,540.941650390625,48.70536422729492,68.16423034667969,336.5985412597656,315.83721923828125,185.01695251464844,35.05546569824219,278.24456787109375,70.32576751708984,106.00074768066406,114.05307006835938,173.81431579589844,90.87264251708984,125.72836303710938,12.752579689025879,168.28729248046875,486.294189453125,4588.9599609375
2023-08-01,559.3400268554688,224.02999877929688,271.9538879394531,529.9525146484375,54.082122802734375,59.96375274658203,309.9635009765625,312.48809814453125,179.11752319335938,34.43804931640625,266.8092041015625,67.60306549072266,97.66587829589844,117.53848266601562,164.96876525878906,87.537353515625,108.94811248779297,13.22131633758545,158.22821044921875,457.68524169921875,4507.66015625
2023-09-01,509.8999938964844,191.67999267578125,264.08929443359375,546.110595703125,50.69668960571289,64.24227142333984,308.59967041015625,287.6910705566406,177.0313262939453,34.96520233154297,251.34666442871094,65.83850860595703,91.8180160522461,103.41120147705078,158.21127319335938,84.36611938476562,106.39527893066406,13.426920890808105,149.7076416015625,484.2006530761719,4288.0498046875
2023-10-01,532.0599975585938,186.82000732421875,218.6717071533203,534.0084228515625,49.159568786621094,63.496971130371094,289.56304931640625,271.0575866699219,175.61305236816406,35.89958190917969,250.13497924804688,63.19596862792969,99.01471710205078,100.95089721679688,152.45948791503906,82.39242553710938,104.41223907470703,13.766615867614746,133.7021942138672,516.3291625976562,4193.7998046875
2023-11-01,611.010009765625,231.6300048828125,243.78973388671875,572.9638061523438,45.95274353027344,63.058311462402344,325.7382507324219,298.478515625,187.74478149414062,43.964691162109375,268.9019775390625,67.8251724243164,106.24064636230469,113.87265014648438,157.1374969482422,86.27361297607422,123.62968444824219,15.095498085021973,145.0941619873047,533.114013671875,4567.7998046875
2023-12-01,596.5999755859375,260.6600036621094,287.4972229003906,639.2280883789062,47.985389709472656,73.27570343017578,370.94305419921875,332.1710205078125,202.14186096191406,49.58590316772461,284.5937194824219,69.1328125,104.60277557373047,103.3094711303711,159.7940216064453,86.93896484375,139.43649291992188,15.286810874938965,161.95895385742188,507.5654602050781,4769.830078125
2024-01-01,617.780029296875,211.0399932861328,292.0089416503906,688.2313842773438,47.662445068359375,69.01614379882812,369.2507019042969,338.3150939941406,194.96072387695312,42.51066207885742,280.95599365234375,72.26885986328125,98.14936065673828,109.453369140625,158.56150817871094,85.11556243896484,143.17713928222656,16.115835189819336,152.1345977783203,495.04754638671875,4845.64990234375
2024-02-01,560.280029296875,203.72000122070312,326.2332458496094,736.7724609375,46.30074691772461,69.64299774169922,374.0970153808594,364.8178405761719,191.55810546875,42.48106002807617,280.53369140625,70.1565933227539,100.46944427490234,109.85780334472656,155.56019592285156,84.28174591064453,152.12393188476562,15.67506217956543,160.2396240234375,477.4992370605469,5096.27001953125
2024-03-01,504.6000061035156,192.99000549316406,357.9520263671875,726.6868286132812,47.774871826171875,74.69039916992188,404.4824523925781,367.6838073730469,198.93026733398438,43.714012145996094,272.1585388183594,67.20899200439453,90.85076141357422,123.5605239868164,165.91477966308594,85.83698272705078,164.04965209960938,16.295400619506836,166.828125,478.5633850097656,5254.35009765625
2024-04-01,462.8299865722656,167.83999633789062,326.8291320800781,717.0358276367188,44.970211029052734,63.406314849853516,413.21722412109375,322.2686767578125,186.79574584960938,30.155445098876953,263.5579833984375,69.49333953857422,89.50668334960938,111.89403533935547,166.7679901123047,90.18173217773438,160.70668029785156,15.638025283813477,168.9444580078125,469.76678466796875,5035.68994140625
2024-05-01,444.760009765625,177.61000061035156,331.8932189941406,804.6095581054688,44.87439727783203,56.351837158203125,442.0845947265625,322.8954162597656,195.9644775390625,30.531522750854492,249.89935302734375,66.19930267333984,92.21340942382812,115.6499252319336,163.9144287109375,96.2989730834961,197.72201538085938,17.145761489868164,186.74671936035156,481.1006164550781,5277.509765625
2024-06-01,555.5399780273438,182.00999450683594,326.57928466796875,844.447998046875,45.849082946777344,55.84126663208008,440.66815185546875,334.23779296875,208.06077575683594,30.774776458740234,245.989990234375,63.21439743041992,73.1207275390625,139.34439086914062,156.35861206054688,96.25148010253906,193.79397583007812,17.983285903930664,187.6297149658203,494.5904846191406,5460.47998046875
2024-07-01,551.6500244140625,190.60000610351562,339.4228515625,816.6405029296875,46.756229400634766,57.042057037353516,495.91729736328125,357.46282958984375,199.49635314941406,30.546226501464844,257.8465270996094,66.449462890625,72.90975189208984,137.61737060546875,164.9871368408203,110.81182098388672,176.05694580078125,18.11503028869629,196.58053588867188,561.9371948242188,5522.2998046875
2024-08-01,574.4099731445312,173.74000549316406,350.5509338378906,887.8238525390625,49.191009521484375,54.7314453125,497.10589599609375,357.79296875,202.57525634765625,21.90106964111328,280.44451904296875,69.8132553100586,81.14935302734375,139.82687377929688,165.18780517578125,118.63483428955078,170.55972290039062,19.007781982421875,208.0828857421875,575.6307373046875,5648.39990234375
2024-09-01,517.780029296875,152.0399932861328,385.0251770019531,881.9937744140625,51.799476623535156,60.12427520751953,485.20947265625,395.81622314453125,202.50807189941406,23.459999084472656,295.8434143066406,71.62154388427734,86.09701538085938,168.6354522705078,162.4837188720703,116.81620788574219,165.45167541503906,21.013628005981445,200.53973388671875,570.2469482421875,5762.47998046875
2024-10-01,478.0799865722656,149.30999755859375,370.33770751953125,869.716796875,53.30810546875,53.985626220703125,507.4359436035156,384.6313781738281,201.49899291992188,21.520000457763672,285.44775390625,67.00025177001953,75.4556884765625,166.10194396972656,159.8987274169922,129.1219940185547,159.1869659423828,21.5294189453125,197.22927856445312,552.517333984375,5705.4501953125
2024-11-01,515.9299926757812,155.44000244140625,401.21795654296875,966.91796875,58.07002258300781,57.86478042602539,596.4006958007812,419.1920166015625,228.19509887695312,24.049999237060547,289.2588195800781,63.5465202331543,77.06008911132812,183.3372344970703,157.3666229248047,129.4722900390625,155.04031372070312,22.405651092529297,196.44635009765625,597.247314453125,6032.3798828125
2024-12-01,444.67999267578125,177.0,358.3901672363281,912.8031616210938,58.060211181640625,43.401004791259766,561.1694946289062,381.9825744628906,222.38763427734375,20.049999237060547,283.2784118652344,58.43932342529297,74.02738189697266,165.2852020263672,146.40054321289062,117.10498046875,150.23837280273438,22.028352737426758,183.23460388183594,495.1220703125,5881.6298828125
2025-01-01,437.45001220703125,176.52000427246094,366.9656066894531,976.1724853515625,59.43325424194336,54.6065673828125,630.7033081054688,404.5584411621094,220.25128173828125,19.43000030517578,283.8126525878906,57.18820571899414,75.61466217041016,168.67738342285156,146.31686401367188,128.0963592529297,170.00799560546875,22.957082748413086,180.40072631835938,533.0111083984375,6040.52978515625
2025-02-01,438.55999755859375,174.6300048828125,341.052490234375,1044.6424560546875,63.304134368896484,64.34761047363281,612.8674926757812,389.45550537109375,209.5891876220703,23.729999542236328,303.11029052734375,63.3419303894043,78.10237884521484,165.11476135253906,149.0161895751953,152.77114868164062,154.51431274414062,26.853801727294922,192.93753051757812,466.6610412597656,5954.5
2025-03-01,383.5299987792969,170.5500030517578,327.02166748046875,943.2425537109375,60.93429946899414,66.33521270751953,540.6860961914062,359.8879089355469,209.5825653076172,22.709999084472656,307.0818786621094,66.91187286376953,62.418968200683594,139.01417541503906,145.58863830566406,156.16539001464844,151.0144500732422,27.706148147583008,176.9012451171875,514.5985717773438,5611.85009765625
2025-04-01,374.9800109863281,183.24000549316406,306.6646423339844,991.8318481445312,57.004329681396484,65.31692504882812,541.9331665039062,356.2424621582031,208.34535217285156,20.100000381469727,316.052978515625,67.6575698852539,55.73800277709961,139.9189910888672,132.80931091308594,170.07949829101562,146.73846435546875,27.13791847229004,157.55728149414062,405.97857666015625,5569.06005859375
2025-05-01,415.0899963378906,207.32000732421875,346.7597351074219,1037.3892822265625,62.66317367553711,63.3491096496582,594.29052734375,363.9505920410156,224.34983825683594,19.549999237060547,310.3182678222656,67.02201080322266,59.87881851196289,165.17901611328125,128.76370239257812,179.2405242919922,143.51625061035156,27.524967193603516,181.53787231445312,297.9024658203125,5911.68994140625
2025-06-01,386.8800048828125,209.52999877929688,386.7930603027344,988.5704345703125,68.96527099609375,68.2358169555664,703.9814453125,362.3200378417969,231.67398071289062,22.399999618530273,288.8822021484375,66.97235870361328,70.20616149902344,218.1664276123047,129.34164428710938,180.76902770996094,157.4132080078125,28.653690338134766,206.13011169433594,307.8289489746094,6204.9501953125
2025-07-01,357.69000244140625,221.83999633789062,436.4212646484375,938.3400268554688,67.67304992675781,61.43003463745117,719.7371826171875,365.436767578125,221.19851684570312,19.799999237060547,298.37603759765625,64.69000244140625,74.3038558959961,253.23191833496094,136.58389282226562,164.0500030517578,145.9295196533203,27.138826370239258,179.7606964111328,247.99542236328125,6339.39013671875
2025-08-01,356.70001220703125,234.67999267578125,419.0400085449219,942.0149536132812,69.08999633789062,73.1500015258789,741.2817993164062,404.47528076171875,218.36326599121094,24.350000381469727,311.77001953125,61.439998626708984,76.97000122070312,226.1300048828125,147.20994567871094,167.1300048828125,159.8204803466797,29.290000915527344,202.47999572753906,307.92730712890625,6460.259765625
2025-09-01,362.07000732421875,214.6300048828125,450.6600036621094,963.030029296875,67.72000122070312,74.0,794.219970703125,414.6475830078125,211.67999267578125,24.899999618530273,303.2483825683594,62.83000183105469,71.9361572265625,301.4100036621094,139.86183166503906,166.3000030517578,164.32484436035156,29.540000915527344,180.3000030517578,339.46832275390625,6600.35009765625
